left_border_x,left_border_y,right_border_x,right_border_y,pos_x,pos_y
231.88241674569116,-387.05313488503543,239.8850442841949,-375.80548053970483,233.0240478515625,-385.4485778808594
230.6980504886083,-386.12988485153585,238.63988496148585,-374.9677061651211,231.80162048339844,-384.5788269042969
229.5014787279141,-385.22331979030076,237.4122501495253,-374.1036974806917,230.578857421875,-383.70892333984375
228.28982514555122,-384.33766437593835,236.19183739027596,-373.2326580775498,229.35626220703125,-382.8389587402344
227.06128198208975,-383.4766168760773,234.9878874185362,-372.3377629995426,228.13400268554688,-381.96917724609375
225.82202138872307,-382.63113265975227,233.80131005404985,-371.420871895285,226.91220092773438,-381.0995178222656
224.574047057276,-381.7983660575998,232.61366617337112,-370.505770790165,225.69070434570312,-380.2298889160156
223.32818523424865,-380.96271484006286,231.41910466869504,-369.6006780427725,224.4693603515625,-379.36016845703125
222.09027742526257,-380.11634019603656,230.22144557407995,-368.69709633148574,223.24798583984375,-378.490478515625
220.8662565199125,-379.2498299380464,229.02120658749985,-367.7981674922381,222.02645874023438,-377.62060546875
219.6482773670928,-378.375134824091,227.8130355187513,-366.9070327447835,220.8047332763672,-376.75079345703125
218.4346902623676,-377.49421957383225,226.59748889019178,-366.02496905604073,219.582763671875,-375.881103515625
217.22236877076654,-376.61131710517685,225.37874861602947,-365.1491903432641,218.3607635498047,-375.01153564453125
216.00933125506347,-375.7290483724709,224.16039697548084,-364.2730752015941,217.13858032226562,-374.1419372558594
214.79551774182573,-374.8487041592347,222.94266508682804,-363.3924128464505,215.91629028320312,-373.272705078125
213.57981334478487,-373.9700365996328,221.7283058282688,-362.5123722344939,214.6939697265625,-372.4034118652344
212.36347076614393,-373.09309481568806,220.5120451935553,-361.6309785431366,213.47157287597656,-371.5343933105469
211.14904485057673,-372.2129338412708,219.2971245502082,-360.7501094448691,212.2490692138672,-370.6654052734375
209.93272588174338,-371.3353477155834,218.08293820557884,-359.87026537270117,211.0266876220703,-369.79644775390625
208.7169861566553,-370.4570374455946,216.86792133134475,-358.99036573482215,209.8042449951172,-368.927490234375
207.5005622766981,-369.5794474114437,215.65380150281712,-358.11048312358605,208.58181762695312,-368.0584716796875
206.28522694960793,-368.7003846860022,214.43984167812144,-357.2307473987699,207.35948181152344,-367.1894226074219
205.06958095274942,-367.8220981771201,213.22529237885607,-356.35039907636025,206.13717651367188,-366.3204345703125
203.86592604633302,-366.95375167721386,212.02467921645152,-355.481120267735,204.92788696289062,-365.46044921875
202.68345907196132,-366.0976156135975,210.84326066615608,-354.62612308995494,203.7384796142578,-364.6144104003906
201.49762869938203,-365.2422924125974,209.66256868140619,-353.76959767677386,202.54763793945312,-363.76690673828125
200.10307523958434,-364.2377621046157,208.271363177447,-352.76163647910045,201.14752197265625,-362.7703552246094
198.8879768247653,-363.35845608521703,207.05657028222421,-351.8820394481446,199.9256134033203,-361.900634765625
197.77206526982462,-362.5529013145548,205.94527330381308,-351.07768848234423,198.80508422851562,-361.1025390625
196.5556299674313,-361.67529325092397,204.72975826943164,-350.19914850624315,197.58338928222656,-360.23236083984375
195.34059023263384,-360.79545878073094,203.51558800236154,-349.32013317164296,196.3617401123047,-359.362060546875
194.12378258371243,-359.91838758488785,202.30107392558446,-348.4408460607002,195.14019775390625,-358.49176025390625
192.9051038200215,-359.0390413156219,201.08469367431056,-347.56016319698034,193.9164581298828,-357.6197509765625
191.69049512803122,-358.1629105493308,199.87271212892645,-346.68355803446826,192.69712829589844,-356.7506408691406
190.47496406571713,-357.28456017976714,198.65928044589367,-345.8050543275874,191.47621154785156,-355.88018798828125
189.25781930562783,-356.40755179503094,197.44691951827323,-344.9280625660078,190.2553253173828,-355.0092468261719
188.04053467882156,-355.53093526503744,196.2330688332366,-344.05013767343854,189.0344696044922,-354.1380615234375
186.82486793043765,-354.65213584913295,195.01955656020218,-343.1721956292661,187.81381225585938,-353.2667236328125
185.60821362687216,-353.7748124207577,193.8053336450079,-342.29405075793017,186.5932159423828,-352.3952331542969
184.39149769851844,-352.8974321367604,192.5911853836695,-341.4160608128878,185.3726806640625,-351.5235595703125
183.17644153841988,-352.01810371774724,191.37621356712177,-340.5371884477175,184.15220642089844,-350.6518859863281
181.9599131746385,-351.14065779667186,190.16049360520577,-339.65938587410284,182.9316864013672,-349.7801208496094
180.74290561155598,-350.26401033010313,188.9458084499118,-338.78063553118665,181.71128845214844,-348.9083557128906
179.52700981580332,-349.3854760930671,187.73123270209896,-337.90266518648156,180.4908905029297,-348.0364074707031
178.30997912014615,-348.50846806661775,186.5170691945213,-337.0249463474405,179.2706298828125,-347.164306640625
177.09295186140528,-347.63135649830195,185.30349381139027,-336.14754171067864,178.05055236816406,-346.2919921875
175.87652595436103,-346.7535087611179,184.08912073610352,-335.2703823988392,176.83059692382812,-345.41949462890625
174.65990749727567,-345.8759350342584,182.87538088736616,-334.39277405363464,175.61080932617188,-344.54681396484375
173.44236631677927,-344.99961894997705,181.66091778656136,-333.5162599049267,174.3911590576172,-343.6739196777344
172.2253211146909,-344.1232190943187,180.4447155938643,-332.6373043065014,173.17144775390625,-342.80108642578125
171.0049032285505,-343.24345114538005,179.22444004165544,-331.75492362992145,171.94776916503906,-341.92559814453125
169.78943002076463,-342.36398987479674,178.00582854745176,-330.8750213304442,170.72720336914062,-341.0527038574219
168.57708463630829,-341.4904696650988,176.79222213632067,-329.99934381648944,169.5114288330078,-340.18353271484375
167.36018745662605,-340.6139566151908,175.57514098726898,-329.1210989386125,168.291259765625,-339.3113708496094
166.14375454355167,-339.73730556887244,174.35616264781422,-328.2408541230006,167.07080078125,-338.4395446777344
164.9271150429566,-338.86164355308375,173.134826162113,-327.3585993877334,165.84988403320312,-337.5683898925781
163.7122226536189,-337.9834936129842,171.91348373097756,-326.47728964047263,164.62857055664062,-336.6978759765625
162.49583189004656,-337.1071267698584,170.69250489360533,-325.59688063619984,163.40682983398438,-335.8278503417969
161.27888795478086,-336.23160762891973,169.472714605967,-324.7152131738252,162.18478393554688,-334.9583740234375
160.06211091169027,-335.35557058565655,168.25297391203844,-323.83477864414215,160.96238708496094,-334.08929443359375
158.84479843446255,-334.4803573849932,167.03303071601067,-322.9546070338677,159.73971557617188,-333.2206726074219
157.63055824525165,-333.60098426514173,165.812531616765,-322.07356575954725,158.51666259765625,-332.3525695800781
156.41359256502335,-332.72519172934415,164.59245942349756,-321.19288014652193,157.29322814941406,-331.4848937988281
155.19621033512564,-331.8491730032391,163.37541439872632,-320.3144496813538,156.06971740722656,-330.6173095703125
153.9787565498622,-330.9724664766305,162.16108547376828,-319.43885841420564,154.84640502929688,-329.74945068359375
152.7625960008014,-330.09345503764433,160.94940189231576,-318.5643147921773,153.62350463867188,-328.8810729980469
151.54498050634308,-329.2164784339405,159.7374719778172,-317.690077691228,152.40097045898438,-328.01214599609375
150.32687223339633,-328.3405705974231,158.5248200923519,-316.8139422070763,151.1787109375,-327.1428527832031
149.1092889576668,-327.4639332664069,157.3114377627647,-315.9384131879096,149.95668029785156,-326.273193359375
147.89138841479846,-326.5877836147959,156.0978578648604,-315.06294470403554,148.73489379882812,-325.4031982421875
146.6753444182027,-325.708880630861,154.8853213729252,-314.1882294616816,147.5134735107422,-324.53277587890625
145.45699174971043,-324.83325171672925,153.67406079930063,-313.3142960834199,146.2926025390625,-323.661865234375
144.23901955723198,-323.95662860939166,152.4625765139279,-312.44154713120196,145.07203674316406,-322.7901916503906
143.02095792042584,-323.08014102115106,151.25289073189984,-311.567674271531,143.85205078125,-321.9178466796875
141.8003556691258,-322.1975523286078,150.03678422604693,-310.6916502941987,142.6278839111328,-321.0415344238281
140.58600661428176,-321.3226676938335,148.8287336343475,-309.8195701710317,141.41184997558594,-320.170166015625
139.3696298624971,-320.44669938957736,147.6197561787158,-308.94749303059444,140.19459533691406,-319.2968444824219
138.15194773032184,-319.5696499542402,146.40893318597708,-308.0737444574384,138.9763641357422,-318.4218444824219
136.933854260897,-318.6934582525119,145.19712242506571,-307.19979920350113,137.75857543945312,-317.54632568359375
135.71754226134155,-317.81485331832545,143.98528015904398,-306.3252436867469,136.54115295410156,-316.6702880859375
134.49950003777548,-316.9388260967765,142.77321363202782,-305.45123813483934,135.32418823242188,-315.7937927246094
133.28132453035425,-316.0630482505173,141.56146417088348,-304.5763966571179,134.1075897216797,-314.91680908203125
132.06366850380326,-315.1865766084876,140.34813964799005,-303.7020728917028,132.89122009277344,-314.03936767578125
130.84551918656945,-314.3110318921052,139.13495785504182,-302.8265192691552,131.67515563964844,-313.16162109375
129.62955941536256,-313.4326403020421,137.92027527653332,-301.949008928207,130.45907592773438,-312.2836608886719
128.41329705597752,-312.5556277111575,136.7013039690132,-301.0696282843691,129.24281311035156,-311.4060363769531
127.19650886578876,-311.6798832743827,135.4797991072022,-300.1887960065657,128.026123046875,-310.52899169921875
125.98029797991366,-310.803174190545,134.25871130890835,-299.3078037983847,126.8089828491211,-309.6524658203125
124.76543858841526,-309.92449330945647,133.03872206606937,-298.4273931851024,125.59158325195312,-308.77642822265625
123.54898697328352,-309.04780079015364,131.8192056902792,-297.54817622810003,124.37393188476562,-307.9007263183594
122.33154314590556,-308.1723968048498,130.60116273860422,-296.6689886818194,123.15617370605469,-307.0252990722656
121.1136721251177,-307.29761872786844,129.3836609703556,-295.78897386674186,121.9382553100586,-306.1501159667969
119.89637948618902,-306.4224575430999,128.16377866801295,-294.90793443359297,120.719970703125,-305.275390625
118.68195265781476,-305.5437899409033,126.94210065613147,-294.02623354419313,119.50127410888672,-304.4013671875
117.46467577618009,-304.6691001399862,125.72031700383957,-293.14414652036834,118.28206634521484,-303.52801513671875
116.24779730252295,-303.79397105464267,124.49729834910158,-292.26174966014776,117.06224822998047,-302.6554260253906
115.03313182796225,-302.9151946117426,123.27700285413809,-291.3804537030309,115.84205627441406,-301.7833557128906
113.81523872570756,-302.04026997569446,122.05916874028199,-290.5018698890549,114.62174224853516,-300.9114685058594
112.59756827152646,-301.1647970505457,120.84270711805856,-289.62339207525963,113.40137481689453,-300.0396423339844
111.38165986480719,-300.2866009002437,119.62747737286544,-288.74527041488807,112.1810302734375,-299.1677551269531
110.16435786013281,-299.4101946470054,118.41145097843048,-287.86728048980524,110.96057891845703,-298.2957763671875
108.94591100970273,-298.5352252235217,117.19409152066234,-286.98895601556586,109.7398910522461,-297.42376708984375
107.7302044025638,-297.65586686214834,115.97844724300847,-286.11095325488265,108.5191421508789,-296.5516052246094
106.51151456076295,-296.7815082936664,114.7620781633201,-285.2326395975701,107.29866027832031,-295.6796875
105.29380784441044,-295.90609273514985,113.54548839918543,-284.3544332313533,106.07826232910156,-294.80792236328125
104.07585572285828,-295.03106796471394,112.328373007633,-283.4762291648444,104.85778045654297,-293.9362487792969
102.86127542417043,-294.1547063011596,111.11397212677312,-282.5988911071259,103.63893127441406,-293.0657958984375
101.64639968898676,-293.2813741993775,109.90140200155149,-281.7235308022198,102.42144775390625,-292.19622802734375
100.4236443559106,-292.4027453098791,108.68147614049506,-280.8425870997405,101.19631958007812,-291.3210754394531
99.21057310300102,-291.52095793827334,107.46510148509188,-279.9644592567856,99.97595977783203,-290.44940185546875
98.00353737152633,-290.6303649973521,106.24987636393011,-279.0870203410095,98.75560760498047,-289.5776062011719
96.79188304689818,-289.74639396924346,105.03317410114494,-278.210115489783,97.5352554321289,-288.705810546875
95.57291691537695,-288.8724491264212,103.81783301376474,-277.3321638671132,96.31488800048828,-287.83392333984375
94.3419490512073,-288.0154788541321,102.60156068942318,-276.4544366373276,95.09454345703125,-286.9620666503906
93.09991258723026,-287.1736617936569,101.38609303846863,-275.57782299952,93.87423706054688,-286.0900573730469
91.83397216471693,-286.36512527277466,100.1704305370665,-274.70023839495974,92.65385437011719,-285.2178955078125
90.55747363802955,-285.57123570899586,98.95526945428261,-273.82326789387,91.43358612060547,-284.3456115722656
89.27724172172931,-284.7849060090173,97.74139877364463,-272.9466142939395,90.21451568603516,-283.4739990234375
87.99546454398201,-283.99621970936016,96.5252565614471,-272.06971337985544,88.9935073852539,-282.6007385253906
86.72022372249245,-283.2001584918979,95.30899461304053,-271.1920958055533,87.77323150634766,-281.7279357910156
85.4558099633453,-282.3893490844781,94.09305394487374,-270.3144385055177,86.55317687988281,-280.855224609375
84.19324207999391,-281.57624274015666,92.87615465395386,-269.43648640084945,85.3331069946289,-279.9825744628906
82.93437016526828,-280.75810550930987,91.65898016956913,-268.55846613030707,84.11300659179688,-279.1100158691406
81.67955797802979,-279.9344433957699,90.4411891447654,-267.6806334711859,82.89283752441406,-278.2375793457031
80.42907700059884,-279.10485906522007,89.22350418405587,-266.80233755510096,81.67259979248047,-277.36529541015625
79.18254659448836,-278.2695425815832,88.00653572052087,-265.92457154491643,80.45233917236328,-276.4930725097656
77.94310667446896,-277.4246260986607,86.78867936833309,-265.04651996476383,79.23200225830078,-275.6210021972656
76.71210574279827,-276.57714510530803,85.57650920106838,-264.1719933269101,78.01616668701172,-274.752197265625
75.47573654367014,-275.72281294017716,84.35784461536237,-263.29268634307823,76.79356384277344,-273.8785705566406
74.24059337609026,-274.86673022298237,83.13929033431114,-262.4138544704045,75.57100677490234,-273.00494384765625
73.00292544200083,-274.01968659184087,81.92246987338237,-261.53624290516836,74.35087585449219,-272.1331481933594
71.76166504404998,-273.1772768698827,80.70606360154271,-260.65937678502735,73.13069152832031,-271.26129150390625
70.52062967671363,-272.3341939654078,79.4906064405755,-259.7829603356954,71.91057586669922,-270.3893127441406
69.27708604514167,-271.4946942201345,78.27447166670738,-258.9065878897663,70.69047546386719,-269.5172424316406
68.03186834367278,-270.6554307004495,77.06413576341583,-258.03298068657136,69.47083282470703,-268.6445007324219
66.78460106910914,-269.8150075207229,75.86339964792771,-257.16667537518515,68.25248718261719,-267.7699890136719
65.53689999240136,-268.9717280290838,74.66998819585844,-256.3060182473483,67.03599548339844,-266.8927917480469
64.28352488876331,-268.13339476726634,73.48264121313962,-255.4503757687993,65.8219985961914,-266.01226806640625
63.026798772446114,-267.29408453844263,72.3069523178093,-254.60293788581998,64.61140441894531,-265.1270446777344
61.76830285484401,-266.45023959280064,71.14496814602478,-253.76560510261172,63.40542221069336,-264.2355651855469
60.510409179378584,-265.5994835581714,69.99287103268577,-252.93704752494452,62.20499801635742,-263.33660888671875
59.25694140287651,-264.73682499542105,68.84993401419062,-252.1155380380585,61.01097869873047,-262.4290771484375
58.00925447369123,-263.86176694009504,67.71311081160985,-251.29870980531965,59.82403564453125,-261.51226806640625
56.767588331644916,-262.97622673595885,66.57690593135496,-250.48422188586517,58.64448547363281,-260.5860290527344
55.53014134490794,-262.0822033739145,65.4413148219008,-249.67170630488553,57.47248458862305,-259.6500549316406
54.29206608125122,-261.18675580090525,64.30553356372423,-248.85901714446342,56.30835723876953,-258.7044677734375
53.05202414559303,-260.2908296521511,63.168695826010286,-248.04742377926948,55.15220642089844,-257.7491455078125
51.80980974635979,-259.39470493857795,62.03013047153805,-247.23536907676646,54.004093170166016,-256.78411865234375
50.56404176631522,-258.49946327469297,60.89009150439461,-246.42317259677316,52.864200592041016,-255.80943298339844
49.3170606447898,-257.6030973600764,59.74709770409761,-245.60862751747095,51.73250961303711,-254.82534790039062
48.06822831287643,-256.70423987251417,58.60263242818891,-244.79463838941044,50.609107971191406,-253.8316650390625
46.81942458930194,-255.80521767252444,57.45036328219175,-243.97457027399264,49.49359130859375,-252.8292694091797
45.574355594955726,-254.90343598479416,56.28808743899181,-243.14670002108355,48.38507080078125,-251.819091796875
44.31896948179925,-254.00677861586306,55.11323826287933,-242.308535220825,47.27918243408203,-250.7986602783203
43.063164755796905,-253.12080539166388,53.941281503164156,-241.47249464035576,46.18555450439453,-249.77734375
41.80340035650118,-252.23303072751307,52.766361668325516,-240.63221730075318,45.096580505371094,-248.7482452392578
40.54502495267657,-251.33847469811332,51.58683083988954,-239.78958159278147,44.01249694824219,-247.71176147460938
39.30383205880022,-250.42330589510073,50.404225519590966,-238.94496068049344,42.93437957763672,-246.6691436767578
38.08331382253806,-249.485112695118,49.21769822052942,-238.09744580108963,41.8619270324707,-245.62054443359375
36.88307713096245,-248.5218849724411,48.02817113383211,-237.2523940421078,40.79545211791992,-244.5658416748047
35.695037962398274,-247.54346480904178,46.835460930587274,-236.40744859034754,39.73506546020508,-243.50503540039062
34.517381364384924,-246.5485275197842,45.6464963845466,-235.5610063178711,38.68124771118164,-242.43763732910156
33.339973998108896,-245.54484136648344,44.45724181694807,-234.71994422699632,37.63481903076172,-241.36294555664062
32.15888960921567,-244.53929446225038,43.26447886290137,-233.88106672931622,36.59619903564453,-240.28073120117188
30.97098524561928,-243.5337816282484,42.07056627792789,-233.04249685336222,35.565895080566406,-239.19068908691406
29.781487661295238,-242.52278565650087,40.88310835138766,-232.19620690603307,34.54433059692383,-238.0924530029297
28.593543762707036,-241.50290067380084,39.743399370088625,-231.30427240730683,33.53202819824219,-236.98573303222656
27.401983902553205,-240.48165173791523,38.603524163473026,-230.4074844914609,32.529090881347656,-235.8705596923828
26.207119038448123,-239.4614302660888,37.47603415565675,-229.49095387726265,31.535215377807617,-234.74725341796875
24.994652157620067,-238.45151082510833,36.351055567163314,-228.56738553211372,30.550539016723633,-233.61590576171875
23.768791504825657,-237.4443945449261,35.23116004415114,-227.63723551549936,29.57544708251953,-232.4762420654297
22.5330715686876,-236.43864191762762,34.110012194150386,-226.7033229233438,28.610122680664062,-231.32830810546875
21.289490968614473,-235.4287997189465,32.991609628195995,-225.76459702612465,27.655031204223633,-230.17181396484375
20.03352204796243,-234.4209215398521,31.87154660491816,-224.8215777879154,26.710311889648438,-229.00677490234375
18.7692355851427,-233.4103454721488,30.74650545759615,-223.87706124185925,25.776187896728516,-227.8331756591797
17.49958194952567,-232.40271933097293,29.616785632631718,-222.92473979180494,24.85203742980957,-226.6516876220703
16.211730353843798,-231.39316527560615,28.490810428549196,-221.96760880444714,23.93870735168457,-225.46185302734375
14.918579696472616,-230.39648210847355,27.359763342060525,-221.00792778533952,23.03847885131836,-224.2689208984375
13.611483158666735,-229.39419999869648,26.219160198315407,-220.03810473449022,22.143369674682617,-223.06272888183594
12.305058792161999,-228.38187965649038,25.078649128506832,-219.05896982221287,21.256973266601562,-221.84825134277344
11.008084588591567,-227.34825217186687,23.954893936204126,-218.06896556556885,20.38308334350586,-220.62896728515625
9.720704250784223,-226.2912785448818,22.848622306311213,-217.06189460740302,19.52033805847168,-219.40179443359375
8.439235333310634,-225.21745910067733,21.747311743836196,-216.04497520340897,18.669029235839844,-218.16665649414062
7.160653404887682,-224.12367987391175,20.698197682101828,-214.98748216684749,17.829879760742188,-216.92324829101562
5.888940147475919,-223.00745920761952,19.64992172650119,-213.92454971530282,17.003530502319336,-215.67129516601562
4.6425320702989925,-221.86581530814772,18.625301689331224,-212.83870474110262,16.18988609313965,-214.41098022460938
3.414744886426597,-220.701347611816,17.62249176645775,-211.73265719080058,15.389135360717773,-213.14247131347656
2.199132511200796,-219.5113717154825,16.66899294302245,-210.59127231355387,14.601947784423828,-211.8655242919922
0.9922884691061995,-218.29008891332268,15.727197873938552,-209.43988936544594,13.829607009887695,-210.5796356201172
-0.16083094155408162,-217.07336745707696,14.809670988781798,-208.26219744376237,13.06872272491455,-209.286865234375
-1.265684363319334,-215.77534525665286,13.9269051075347,-207.06592252023347,12.322720527648926,-207.9855499267578
-2.315636545996563,-214.4696428750664,13.080685823587938,-205.84120156295697,11.589364051818848,-206.67697143554688
-3.351464049184532,-213.08678334826055,12.284667720020806,-204.59207836002764,10.873266220092773,-205.35885620117188
-4.338355890694798,-211.67352315310802,11.53379225720079,-203.31575618886103,10.174367904663086,-204.03158569335938
-5.267757802925953,-210.18991862838712,10.827335034538292,-202.0176319810823,9.495216369628906,-202.6940155029297
