left_border_x,left_border_y,right_border_x,right_border_y,pos_x,pos_y
348.55112179518665,-581.7278308703134,347.1660388728811,-569.8078715333983,347.2583923339844,-570.6026611328125
346.99875103754164,-581.9141692159319,345.6090249084242,-570.0148720983212,345.6989440917969,-570.7847900390625
345.45462099406535,-582.100183375042,344.06236383038987,-570.2213048588824,344.1496887207031,-570.9663696289062
343.9255099543361,-582.2849851757868,342.5313874613201,-570.4264489936562,342.6160583496094,-571.1466674804688
342.4140948376708,-582.4681884940888,341.01858322585593,-570.6299400071181,341.1005554199219,-571.3253173828125
340.91771210426793,-582.6498742825602,339.522555442694,-570.8317086605281,339.6017150878906,-571.5022583007812
339.4311112182587,-582.8302262521732,338.03969064798275,-571.0317455579611,338.1158447265625,-571.677490234375
337.95437418042354,-583.0094326002248,336.56516259498505,-571.2308160527937,336.6383972167969,-571.8517456054688
336.479732732092,-583.1881415188504,335.0948309381062,-571.4291415695295,335.1650390625,-572.0252685546875
335.00868696325085,-583.3664700589397,333.62578255909364,-571.6273591603623,333.6930847167969,-572.1986694335938
333.53680323407355,-583.5448326678068,332.15674460985775,-571.8255108930844,332.2210998535156,-572.3720092773438
332.0622487232931,-583.7181193602663,330.68486685492445,-571.9974939380209,330.74920654296875,-572.5449829101562
330.5936189038049,-583.8910429907489,326.3663589829946,-547.9891240790892,329.278076171875,-572.7182006835938
329.1241609966433,-584.0640711788208,324.89672423946377,-548.1621730891441,327.8085632324219,-572.8912353515625
327.65798670113634,-584.2368565134667,323.43293025604424,-548.3850229759473,326.34130859375,-573.0641479492188
326.18753298110664,-584.3598362958795,321.9674514721584,-548.5577626813472,324.8764343261719,-573.23681640625
324.7285689953345,-584.5323391666009,320.4956522120393,-548.7317808113426,323.4134826660156,-573.4097900390625
323.2683214960895,-584.7051947236138,319.0305316245517,-548.905212879383,321.95172119140625,-573.5828247070312
321.8081101324983,-584.8782076390943,317.572294368879,-549.1283406513955,320.49029541015625,-573.7559814453125
320.3493136018496,-585.0514435460044,316.1040657918906,-549.3026953741661,319.028564453125,-573.9295654296875
318.88876670961434,-585.2251870935503,314.6362797790768,-549.4772993275985,317.5657653808594,-574.1035766601562
317.4214504836707,-585.3497612786953,313.1657664839607,-549.65260772868,316.1015319824219,-574.2781372070312
315.95870890335783,-585.5245610609493,311.6989328103857,-549.8782500724948,314.63568115234375,-574.4533081054688
314.4947966703544,-585.6999778172245,310.22357116817994,-550.0550369117126,313.168212890625,-574.629150390625
313.0293165222566,-585.8760625188002,308.7465804395625,-550.2325027766271,311.69915771484375,-574.8056640625
308.52209438996545,-586.3724559131099,304.2109529239608,-550.8330511191988,307.1853942871094,-575.3532104492188
306.9973322466487,-586.5600561421794,302.6259942258575,-551.0280052901196,305.6419677734375,-575.5430908203125
305.4593278730861,-586.7507044932769,301.06159376771734,-551.2722923276998,304.0938720703125,-575.7349853515625
303.9122879530012,-586.8938040737634,299.48194273884917,-551.4698386083128,302.5409851074219,-575.92919921875
302.3683345632724,-587.088863888277,297.9001116574572,-551.7200523013032,300.9833679199219,-576.1259765625
300.820461925655,-587.2864923338067,296.30563850428956,-551.9235990912451,299.4210510253906,-576.325439453125
